"sen" "send" "senq" "senp" "senP"
"1" 41.1955318518519 10.9721715382084 0.266343728190395 0.733656271809605 1
"2" 30.2233603136435 8.25971667141066 0.273289157317231 0.726710842682769 0.733656271809605
"3" 21.9636436422328 6.162588038216 0.280581316042037 0.719418683957963 0.533155967526257
"4" 15.8010556040168 4.55438557934732 0.288232994901274 0.711767005098726 0.383562364502074
"5" 11.2466700246695 3.3319035375663 0.296256894730421 0.703743105269579 0.273007035450228
"6" 7.9147664871032 2.41135660469317 0.304665539864301 0.695334460135699 0.192126818888185
"7" 5.50340988241003 1.72516039132468 0.313471180265643 0.686528819734357 0.133592397889205
"8" 3.77824949108535 1.21918701326559 0.322685681859343 0.677314318140657 0.0917150312483588
"9" 2.55906247781976 0.8504286774967 0.332320404393268 0.667679595606732 0.0621199038532312
"10" 1.70863380032306 0.585012405492238 0.342386066213619 0.657613933786381 0.0414761922838545
"11" 1.12362139483082 0.396517670311539 0.352892595438022 0.647107404561978 0.0272753219662659
"12" 0.727103724519282 0.264555939168214 0.36384896713756 0.63615103286244 0.0176500628061826
"13" 0.462547785351068 0.173577081741502 0.375263026304968 0.624736973695032 0.01122810568424
"14" 0.288970703609566 0.111872492873543 0.387141296595575 0.612858703404425 0.0070146127655001
"15" 0.177098210736023 0.0707487472768335 0.399488775085872 0.600511224914128 0.00429896648434852
"16" 0.106349463459189 NA NA NA NA
