"const" "constd" "constq" "constp" "constP"
"1" 43.7108262962963 12.8976138966183 0.295066805857001 0.704933194142999 1
"2" 30.813212399678 9.0919561609663 0.295066805857001 0.704933194142999 0.704933194142999
"3" 21.7212562387116 6.4092216975581 0.295066805857001 0.704933194142999 0.496930808204651
"4" 15.3120345411535 4.51807312323024 0.295066805857001 0.704933194142999 0.350303021895767
"5" 10.7939614179233 3.18493971813033 0.295066805857001 0.704933194142999 0.246940228142928
"6" 7.60902169979297 2.24516972865452 0.295066805857001 0.704933194142999 0.174076363787195
"7" 5.36385197113845 1.5826946682136 0.295066805857001 0.704933194142999 0.122712207149306
"8" 3.78115730292485 1.11569400781691 0.295066805857001 0.704933194142999 0.0865039081460978
"9" 2.66546329510794 0.786489740616578 0.295066805857001 0.704933194142999 0.0609794762752814
"10" 1.87897355449137 0.554422725013542 0.295066805857001 0.704933194142999 0.0429864569879013
"11" 1.32455082947782 0.390830982449262 0.295066805857001 0.704933194142999 0.0303025804293719
"12" 0.933719847028561 0.275509732828005 0.295066805857001 0.704933194142999 0.0213612948128523
"13" 0.658210114200556 0.19421595597993 0.295066805857001 0.704933194142999 0.0150582857834542
"14" 0.463994158220626 0.136909274202468 0.295066805857 0.704933194143 0.0106150854956485
"15" 0.327084884018158 0.0965118919713456 0.295066805857001 0.704933194142999 0.00748292612454853
"16" 0.230572992046813 NA NA NA NA
