"const" "constd" "constq" "constp" "constP"
"1" 18.9900719259259 2.56364319453801 0.134999130310719 0.865000869689281 1
"2" 16.4264287313879 2.21755359284838 0.13499913031072 0.86500086968928 0.865000869689281
"3" 14.2088751385395 1.91818578639644 0.134999130310719 0.865000869689281 0.748226504563212
"4" 12.2906893521431 1.65923237345854 0.13499913031072 0.86500086968928 0.647216577171749
"5" 10.6314569786846 1.43523744605824 0.134999130310719 0.865000869689281 0.559842902130882
"6" 9.19621953262631 1.24148163905101 0.13499913031072 0.86500086968928 0.484264597232584
"7" 7.95473789357531 1.07388269748239 0.134999130310719 0.865000869689281 0.418889297765914
"8" 6.88085519609292 0.928909467266539 0.13499913031072 0.86500086968928 0.362339606871048
"9" 5.95194572882638 0.803507497048162 0.13499913031072 0.86500086968928 0.313424075066328
"10" 5.14843823177821 0.695034683748517 0.134999130310719 0.865000869689281 0.271112097513932
"11" 4.4534035480297 0.601205605906681 0.134999130310719 0.865000869689281 0.234512200132836
"12" 3.85219794212302 0.520043371971351 0.13499913031072 0.86500086968928 0.20285325706765
"13" 3.33215457015166 0.449837969031364 0.13499913031072 0.86500086968928 0.17546824378282
"14" 2.8823166011203 0.389110234431389 0.134999130310719 0.865000869689281 0.15178018347499
"15" 2.49320636668891 0.336580691188151 0.134999130310719 0.865000869689281 0.131289990707465
"16" 2.15662567550076 NA NA NA NA
