"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"a" 206.777314444444 37.0994846960994 136.4 182.1 205.7 230 283.4 1.00117860510871 8500
"a3" -0.0573960310466074 0.0696585922678229 -0.1909 -0.102 -0.05873 -0.01711 0.09442025 1.00107936809092 15000
"a2" 0.0473178043625556 0.0840784182168736 -0.1264025 -0.0089945 0.051765 0.1076 0.1984025 1.00108782624799 14000
"b3" 0.0241136468787696 0.0988091157331772 -0.179905 -0.0414125 0.02993 0.09392 0.2012025 1.00099666312162 27000
"data.var" 3423.72676666667 1445.17074638633 1536 2394 3103 4110 7236.02499831587 1.00144937081542 4000
"deviance" 173.448007407407 2.83147671234491 169.4 171.4 172.9 174.9 180.4 1.00159690565445 3100
