"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"a" 25.2620625925926 1.61055154930909 22.16 24.22 25.24 26.26 28.5402499573066 1.00123501515709 6900
"a2" 0.264554225925926 0.0286278095753988 0.2149 0.2464 0.262649995240815 0.28 0.32680249962714 1.00133820120871 5100
"data.var" 3.56243807407407 1.70723737787131 1.56897499222905 2.43574996150556 3.166 4.235 7.81422487375995 1.00100183567436 27000
"deviance" 63.3281214814815 3.04900775341155 59.94 61.13 62.56 64.63 71.25 1.00114279675445 10000
