"const" "constd" "constq" "constp" "constP"
"1" 13.2547784074074 2.70816506840076 0.204316133032244 0.795683866967756 1
"2" 10.5466133390066 2.15484325401212 0.204316133032244 0.795683866967757 0.795683866967756
"3" 8.39177008499453 1.71457401306175 0.204316133032244 0.795683866967756 0.633112816152762
"4" 6.67719607193278 1.36425888091539 0.204316133032244 0.795683866967756 0.503757653783276
"5" 5.31293719101739 1.08551878191186 0.204316133032244 0.795683866967756 0.400831837976881
"6" 4.22741840910553 0.863729782057761 0.204316133032244 0.795683866967756 0.318935426845238
"7" 3.36368862704777 0.687255853002936 0.204316133032243 0.795683866967757 0.253771773745231
"8" 2.67643277404483 0.5468383947136 0.204316133032244 0.795683866967756 0.201922106260872
"9" 2.12959437933123 0.435110488512158 0.204316133032244 0.795683866967756 0.160666162335925
"10" 1.69448389081907 0.346210396057583 0.204316133032244 0.795683866967756 0.127839473338318
"11" 1.34827349476149 0.275474026719536 0.204316133032243 0.795683866967757 0.101719806496954
"12" 1.07279946804195 0.21919023882938 0.204316133032244 0.795683866967756 0.0809368089807085
"13" 0.853609229212573 0.174406136833347 0.204316133032244 0.795683866967756 0.0644001131498007
"14" 0.679203092379226 0.138772149378465 0.204316133032243 0.795683866967757 0.0512421310641945
"15" 0.540430943000761 0.110418760444884 0.204316133032244 0.795683866967756 0.0407725369968269
"16" 0.430012182555876 NA NA NA NA
