"mat" "matd" "matq" "matp" "matP"
"1" 23.6073059259259 5.25004997639831 0.222390898515557 0.777609101484443 1
"2" 18.3572559495276 4.08401300195117 0.222474045858486 0.777525954141514 0.777609101484443
"3" 14.2732429475765 3.17661388719204 0.222557263185338 0.777442736814662 0.604611258580817
"4" 11.0966290603844 2.47055960321496 0.222640550546562 0.777359449453438 0.470050631580028
"5" 8.62606945716945 1.92123190011721 0.222723907992696 0.777276092007304 0.365398300180291
"6" 6.70483755705223 1.49388699154416 0.222807335574128 0.777192664425872 0.284015362790248
"7" 5.21095056550808 1.16147311404725 0.22289083334146 0.77710916665854 0.220734656544834
"8" 4.04947745146083 0.902929810500285 0.22297440134518 0.77702559865482 0.171534925000215
"9" 3.14654764096054 0.701862748413407 0.223058039635831 0.776941960364169 0.133287027788501
"10" 2.44468489254714 0.545511260877616 0.223141748264024 0.776858251735976 0.103556284661112
"11" 1.89917363166952 0.423944035326272 0.2232255272803 0.7767744727197 0.0804485542581044
"12" 1.47522959634325 0.329432601700899 0.223309376735314 0.776690623264686 0.0624903833149012
"13" 1.14579699464235 0.255963367958807 0.223393296679665 0.776606703320335 0.0485356947648998
"14" 0.889833626683543 0.198857604918567 0.223477287164028 0.776522712835972 0.0376931459047309
"15" 0.690976021764976 0.154475531026658 0.223561348239086 0.776438651760914 0.0292695839132637
"16" 0.536500490738318 NA NA NA NA
