"mat" "matd" "matq" "matp" "matP"
"1" 18.0997928888889 2.04530544547574 0.113001593887371 0.886998406112629 1
"2" 16.0544874434131 1.82164521224197 0.113466419819548 0.886533580180452 0.886998406112629
"3" 14.2328422311712 1.62162095758268 0.113935145998541 0.886064854001459 0.786353872585384
"4" 12.6112212735885 1.44282211817654 0.114407802930095 0.885592197069905 0.696760529305851
"5" 11.168399155412 1.28307507402597 0.114884421318719 0.885115578681281 0.617045687979558
"6" 9.88532408138598 1.14042072965402 0.115365032068238 0.884634967931762 0.546156751188816
"7" 8.74490335173196 1.01309413496928 0.115849666282319 0.884150333717681 0.483149360073633
"8" 7.73180921676268 0.89950596750097 0.116338355265004 0.883661644734996 0.427176667944587
"9" 6.83230324926171 0.798225712674929 0.116831130521202 0.883168869478798 0.377479636988329
"10" 6.03407753658678 0.707966392565357 0.117328023757186 0.882671976242814 0.333378264250249
"11" 5.32611114402143 0.627570706204904 0.117829066881068 0.882170933118932 0.294263651342167
"12" 4.69854043781652 0.555998456157638 0.118334292003246 0.881665707996754 0.259590839887503
"13" 4.14254198165889 0.492315146734138 0.118843731436848 0.881156268563152 0.228872341638888
"14" 3.65022683492475 0.435681649029126 0.119357417698155 0.880642582301845 0.201672298535833
"15" 3.21454518589562 0.385344836959813 0.119875383506998 0.880124616493002 0.177601213761345
"16" 2.82920034893581 NA NA NA NA
