"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"a",18.0389855555556,3.04425818224363,12.2397499003753,16.02,17.96,19.97,24.31,1.0011595336853,9200
"a1",0.0383541939054444,0.0797100498326238,-0.1283075,-0.010995,0.041245,0.0906675,0.1905,1.00097852031107,27000
"a2",0.0371652592571852,0.0844267347466124,-0.1316,-0.01971,0.03911,0.0954325,0.1974,1.00095811813907,27000
"a3",-0.038401951255,0.0795140327408193,-0.1908,-0.090495,-0.04051,0.01022,0.1275025,1.0009670502731,27000
"b1",0.000141017056851852,0.0953078773246808,-0.1775,-0.066435,-0.003511,0.06397,0.1946025,1.00098921219628,27000
"b3",0.000818138889703704,0.0956360387073098,-0.1929025,-0.06237,0.0042105,0.066955,0.1795,1.00099428146672,27000
"data.var",19.7733612592593,9.28513172359026,8.77694999444488,13.58,17.68,23.38,43.55,1.00101125897423,27000
"deviance",90.7367392592593,2.97404219160676,87.04,88.6,90.02,92.17,98.26,1.00108710496569,14000
