"mat_sen" "msd" "msq" "msp" "msP"
"1" 40.4429092592593 10.3672573636472 0.256343016700106 0.743656983299894 1
"2" 30.0756518956121 7.93311496275691 0.263772003688948 0.736227996311052 0.743656983299894
"3" 22.1425369328552 6.00894248108131 0.271375520307486 0.728624479692514 0.547501090757602
"4" 16.1335944517739 4.50377339692353 0.279154989942637 0.720845010057362 0.398922697384342
"5" 11.6298210548503 3.33905713902645 0.287111652301293 0.712888347698707 0.287561435808126
"6" 8.2907639158239 2.44781942830496 0.295246548226154 0.704753451773846 0.204999196835123
"7" 5.84294448751894 1.77368717328543 0.30356050396751 0.69643949603249 0.144473891580419
"8" 4.0692573142335 1.26982848962826 0.312054114933119 0.687945885066881 0.100617324242119
"9" 2.79942882460525 0.897854449256342 0.320727728944118 0.679272271055882 0.0692192741788062
"10" 1.9015743753489 0.62672360003638 0.329581429031083 0.670418570968917 0.0470187335722775
"11" 1.27485077531252 0.431683615439413 0.338615015811233 0.661384984188767 0.0315222321702945
"12" 0.843167159873112 0.293277138026922 0.347827989495057 0.652172010504943 0.0208483310255449
"13" 0.54989002184619 0.196431456023637 0.35721953157859 0.64278046842141 0.0135966979606022
"14" 0.353458565822553 0.129644532322858 0.366788486285953 0.633211513714047 0.0087396918841003
"15" 0.223814033499695 0.0842734459834002 0.376533341835846 0.623466658164154 0.00553407352732553
"16" 0.139540587516295 NA NA NA NA
