"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"a" 202.518168888889 37.2110391039586 133.1 177.7 201 225.6 280.8 1.00133065287152 5200
"a1" 0.0431064245285185 0.0793287797617385 -0.13 -0.003367 0.05015 0.0952825 0.1866 1.00289043662589 1000
"a3" -0.0453190430168518 0.0785536730629646 -0.187 -0.09746 -0.051495 0.00044415 0.126205 1.00274686063967 1100
"b1" -0.0177928968084815 0.0973086736964542 -0.1937025 -0.08673 -0.02334 0.046955 0.1811 1.00200532042292 1900
"b3" 0.018478654751037 0.097520696564762 -0.185 -0.0456 0.024575 0.0868125 0.1923 1.00169992158813 2600
"data.var" 3431.82922592593 1670.24313276142 1485 2339 3042 4057 7626.02499840198 1.00106906286184 16000
"deviance" 173.2211 3.16549539561667 169.197499279418 170.9 172.5 174.8 181.1 1.00106880891143 16000
