"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"a" 23.7110640740741 1.63890419506351 20.43 22.67 23.72 24.78 26.88 1.0015006629819 3600
"a1" 0.0811332226918148 0.0752638632363439 -0.06727025 0.0311475 0.0795 0.130625 0.231407499999999 1.00176501966815 2400
"a2" 0.092121948474663 0.0805778821028044 -0.06817175 0.03844 0.09312 0.1478 0.2468 1.00112826174885 11000
"a3" -0.0821592445816296 0.0763927917801894 -0.2339 -0.1327 -0.080605 -0.03126 0.0683 1.00098491562787 27000
"b1" 0.00644971724207407 0.0902023734110125 -0.1618 -0.0547775 0.001808 0.0634825 0.1942 1.00095746676736 27000
"b3" -0.00798946001585185 0.0909145970175803 -0.1987 -0.0661925 -0.003442 0.0530925 0.1634025 1.00115198799646 9600
"data.var" 3.62967490740741 1.78187986928036 1.595 2.47874996217343 3.211 4.29924997819556 8.0340999757361 1.00113543267759 10000
"deviance" 63.6293274074074 3.13918930614624 59.7897499796139 61.38 62.92 65.09 71.6202499829847 1.00188208219023 2100
