"both" "bothd" "bothq" "bothp" "bothP"
"1" 41.4457448148148 11.1238467842554 0.268395388572658 0.731604611427342 1
"2" 30.3218980305594 8.25438828217957 0.272225316299809 0.727774683700191 0.731604611427342
"3" 22.0675097483798 6.09351495270732 0.276130611119576 0.723869388880424 0.532443314675135
"4" 15.9739947956725 4.47451147696375 0.280112240813797 0.719887759186203 0.385419416807357
"5" 11.4994833187087 3.26782149599615 0.284171158427585 0.715828841572415 0.277458720312302
"6" 8.23166182271259 2.37325643005273 0.288308300458177 0.711691699541823 0.19861295434532
"7" 5.85840539265986 1.71372760602542 0.292524584961736 0.707475415038264 0.141351191029043
"8" 4.14467778663444 1.23022703053037 0.296820909576504 0.703179090423496 0.100002492539425
"9" 2.91445075610407 0.877827174433269 0.301198149460832 0.698801850539168 0.0703196617439554
"10" 2.0366235816708 0.622508570074094 0.305657155144694 0.694342844855306 0.0491395097559644
"11" 1.41411501159671 0.438656709368572 0.310198750293497 0.689801249706503 0.0341196669987514
"12" 0.975458302228136 0.307097420565176 0.314823729383107 0.685176270616893 0.0235357889353084
"13" 0.66836088166296 0.213563260878721 0.319532855285233 0.680467144714767 0.016126164088721
"14" 0.454797620784239 0.147503082812003 0.324326856762472 0.675673143237528 0.0109733248326538
"15" 0.307294537972236 0.101163336536008 0.329206425872589 0.670793574127411 0.0074143808814456
"16" 0.206131201436228 NA NA NA NA
