"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"a",41.4693077777778,3.47877492398592,34.65,39.2,41.4249996982499,43.69,48.52,1.00100250413268,27000
"a1",0.102406448978059,0.0793901284355676,-0.057436,0.05107,0.1033,0.1554,0.2557025,1.00094430572338,27000
"a2",0.105780982231259,0.0848251181382719,-0.06094025,0.0487275,0.1059,0.1635,0.2724,1.00096999678034,27000
"a3",-0.102161831435,0.0788196875524252,-0.2588025,-0.1542,-0.1021,-0.0514425,0.0561,1.00095610485253,27000
"b1",-0.0238988542384444,0.0906925010804114,-0.1851025,-0.0869925,-0.03134,0.0333625,0.1696,1.00100629286168,27000
"b3",0.0231808808129259,0.0916215701164668,-0.1732025,-0.0353725,0.03021,0.08688,0.186705,1.00108563576667,14000
"data.var",2.91871808518519,1.72124495321833,1.111,1.848,2.489,3.46,7.2521749177043,1.00095872300195,27000
"deviance",48.1979918518519,3.23510532328782,44.23,45.83,47.43,49.78,56.35,1.0010944125106,13000
