"const" "constd" "constq" "constp" "constP"
"1" 217.205394074074 27.8672194891442 0.128298929259743 0.871701070740257 1
"2" 189.33817458493 24.2918850672408 0.128298929259743 0.871701070740257 0.871701070740257
"3" 165.046289517689 21.1752622234131 0.128298929259743 0.871701070740257 0.759862756729711
"4" 143.871027294276 18.4584987533548 0.128298929259743 0.871701070740257 0.662373178656932
"5" 125.412528540921 16.0902931275571 0.128298929259743 0.871701070740257 0.577391409064876
"6" 109.322235413364 14.0259257478161 0.128298929259743 0.871701070740257 0.503312709518078
"7" 95.2963096655479 12.2264144924947 0.128298929259743 0.871701070740257 0.438738227804088
"8" 83.0698951730532 10.6577786044218 0.128298929259743 0.871701070740257 0.382448582951507
"9" 72.4121165686314 9.2903970211871 0.128298929259743 0.871701070740257 0.333380839261922
"10" 63.1217195474443 8.09844903097089 0.128298929259743 0.871701070740257 0.290608434548903
"11" 55.0232705164734 7.05942669163271 0.128298929259743 0.871701070740257 0.253323683562429
"12" 47.9638438248407 6.1537098059086 0.128298929259743 0.871701070740257 0.220822526205236
"13" 41.8101340189321 5.36419542683534 0.128298929259743 0.871701070740257 0.192491232536672
"14" 36.4459385920968 4.67597489723235 0.128298929259743 0.871701070740257 0.167794813510329
"15" 31.7699636948644 4.07605232467202 0.128298929259743 0.871701070740257 0.146266918601616
"16" 27.6939113701924 NA NA NA NA
