"mat_sen" "msd" "msq" "msp" "msP"
"1" 202.518168888889 17.2883995966197 0.0853671534335514 0.914632846566449 1
"2" 185.229769292269 16.0891154207311 0.0868603112890805 0.913139688710919 0.914632846566449
"3" 169.140653871538 14.9483658105438 0.0883783139557745 0.911621686044226 0.835187552798469
"4" 154.192288060994 13.8652062103878 0.0899215284029189 0.910078471597081 0.761375085045291
"5" 140.327081850607 12.8385703664873 0.0914903252969756 0.908509674703024 0.692911073710116
"6" 127.488511484119 11.8672781592521 0.0930850789698831 0.906914921030117 0.629516414174501
"7" 115.621233324867 10.9500438763828 0.0947061673837701 0.90529383261623 0.57091782904823
"8" 104.671189448484 10.0854848669472 0.0963539720919184 0.903646027908082 0.51684838956801
"9" 94.5857045815372 9.27213051349079 0.0980288781958355 0.901971121804164 0.467047994263821
"10" 85.3135740680464 8.50843145674753 0.0997312742982866 0.900268725701713 0.421263803322523
"11" 76.8051426112989 7.79276900564895 0.101461552452121 0.898538447547879 0.379250627401425
"12" 69.01237360565 7.12346466414074 0.103220108104752 0.896779891895248 0.340771269976836
"13" 61.8889089415092 6.49878970580847 0.105007340038107 0.894992659961893 0.305596822650833
"14" 55.3901192357007 5.91697472752531 0.106823650303891 0.893176349696109 0.273506913180172
"15" 49.4731445081754 5.37621911425367 0.108669444153994 0.891330555846006 0.244289906330917
"16" 44.0969253939218 NA NA NA NA
