"both" "bothd" "bothq" "bothp" "bothP"
"1" 23.7140122222222 5.33715222117638 0.225063231441492 0.774936768558508 1
"2" 18.3768600010458 4.11977774441023 0.224182898720226 0.775817101279774 0.774936768558508
"3" 14.2570822566356 3.18371767187829 0.223307799910919 0.776692200089081 0.601209197458177
"4" 11.0733645847573 2.46313608100989 0.222437910551635 0.777562089448365 0.466954494287582
"5" 8.61022850374743 1.90779593566694 0.221573206197328 0.778426793802672 0.363086112255557
"6" 6.70243256808049 1.47931843923448 0.220713662421544 0.779286337578456 0.28263595823737
"7" 5.22311412884601 1.14834998019781 0.219859254818069 0.780140745181931 0.220254340762778
"8" 4.0747641486482 0.892413929140562 0.219009959002565 0.780990040997436 0.171829385532228
"9" 3.18235021950764 0.694279824356088 0.218165750614181 0.781834249385819 0.134197038851379
"10" 2.48807039515155 0.540723892768291 0.217326605317112 0.782673394682888 0.104919841140168
"11" 1.94734650238326 0.421585910334587 0.216492498802154 0.783507501197846 0.0821179682347643
"12" 1.52576059204867 0.329050727224417 0.215663406788213 0.784336593211787 0.0643400440950642
"13" 1.19670986482425 0.257100315673972 0.214839305023803 0.785160694976197 0.0504642509926189
"14" 0.939609549150282 0.20109539477423 0.214020169288496 0.785979830711504 0.0396225463808179
"15" 0.738514154376051 0.157455630626288 0.213205975394361 0.786794024605639 0.0311425222967539
"16" 0.581058523749764 NA NA NA NA
