"both" "bothd" "bothq" "bothp" "bothP"
"1" 204.533306666667 18.0287918858009 0.0881459952885957 0.911854004711404 1
"2" 186.504514780866 16.5458461553735 0.0887155261351937 0.911284473864806 0.911854004711404
"3" 169.958668625492 15.1756497495624 0.0892902366927944 0.910709763307206 0.830958396924949
"4" 154.78301887593 13.9103765872775 0.0898701723761293 0.910129827623871 0.756761924981655
"5" 140.872642288652 12.7426882410995 0.0904553789442621 0.909544621055738 0.688751600335862
"6" 128.129954047553 11.6657073037867 0.0910459025019022 0.908954097498098 0.626450313329015
"7" 116.464246743766 10.6729919844474 0.0916417895006798 0.90835821049932 0.569414579179376
"8" 105.791254759319 9.75851188914 0.0922430867404039 0.907756913259596 0.517232408175601
"9" 96.0327428701787 8.91662494184887 0.0928498413702788 0.907150158629721 0.469521294283311
"10" 87.1161179283298 8.14205540297046 0.093462100890089 0.906537899109911 0.425926316589138
"11" 78.9740625253594 7.42987294359641 0.0940799131513666 0.905920086848633 0.38611834821634
"12" 71.544189581763 6.77547273501671 0.0947033263585086 0.905296673641491 0.349792367549997
"13" 64.7687168467463 6.17455651398996 0.0953323890698654 0.904667610930135 0.316665866808195
"14" 58.5941603327563 5.62311458542582 0.0959671501987936 0.904032849801206 0.28647735318849
"15" 52.9710457473305 5.11740872520881 0.0966076590146742 0.903392340985326 0.258984938006497
"16" 47.8536370221217 NA NA NA NA
