"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"a" 40.3426785185185 3.16891362330474 34.23 38.29 40.29 42.37 46.7802499739509 1.00142160077638 4200
"a1" 0.144489049182311 0.0728621972479506 -0.002730575 0.096505 0.1459 0.1931 0.2846025 1.00136337257387 4800
"a3" -0.145499457618148 0.0729551732226266 -0.2858025 -0.1952 -0.14705 -0.09757 0.00349005 1.001193742395 8000
"b1" -0.0346304978935185 0.085667665675531 -0.1820025 -0.09356 -0.04473 0.0172175 0.1551 1.00149550234113 3600
"b3" 0.0324661285243407 0.0852321093001838 -0.1596025 -0.0175525 0.041695 0.09102 0.179005 1.00178666889334 2400
"data.var" 2.3812398 1.28028800980727 0.986597499876462 1.567 2.069 2.833 5.61802499783089 1.00107257198837 15000
"deviance" 52.9920985185185 3.37992500569325 48.8 50.53 52.23 54.61 61.53 1.0015399996689 3400
