1001	39.46
1002	38.44
1003	41.15
1004	41.3
1005	41.55
1006	42.57
1007	40.58
1008	42.26
1009	45.13
1010	47.47
1011	43.49
1012	45.5
1013	46.86
1014	49.81
1015	44.58
1016	45.07
1017	46.63
1018	48.19
1019	45.99
1020	44.07
1021	43.81
1022	41.29
1023	42.87
1024	39.71
1025	42.68
1026	39.46
1027	38.16
1028	38.63
1029	39.07
1030	36.3
1031	38.38
1032	38.31
1033	41.51
1034	43.45
1035	42.31
1036	43.39
1037	42.66
1038	45.59
1039	40.39
1040	39.76
1041	42.28
1042	45.87
1043	42.87
1044	36.66
1045	38.81
1046	34.52
1047	35.31
1048	37.53
1049	40.34
1050	39.46
1051	41.82
1052	39.86
1053	41.42
1054	38.72
1055	38.14
1056	38.86
1057	39.21
1058	39.64
1059	39.23
1060	39.64
1061	40.92
1062	41.69
1063	44.36
1064	46.22
1065	48.0
1066	45.27
1067	42.92
1068	42.34
1069	44.48
1070	43.6
1071	42.47
1072	41.98
1073	41.75
1074	40.13
1075	39.59
1076	39.39
1077	39.86
1078	38.93
1079	39.39
1080	39.63
1081	37.0
1082	35.99
1083	38.25
1084	37.99
1085	42.42
1086	44.26
1087	45.77
1088	45.99
1089	46.73
1090	48.03
1091	43.0
1092	43.2
1093	38.53
1094	41.02
1095	43.56
1096	41.22
1097	37.84
1098	39.14
1099	39.16
1100	41.38
1101	40.43
1102	40.75
1103	41.9
1104	41.03
1105	43.1
1106	43.31
1107	44.87
1108	42.18
1109	41.68
1110	41.42
1111	40.53
1112	41.66
1113	40.46
1114	41.76
1115	43.4
1116	43.59
1117	42.08
1118	41.12
1119	41.18
1120	38.29
1121	36.08
1122	37.51
1123	35.74
1124	41.04
1125	34.55
1126	39.76
1127	40.34
1128	41.12
1129	41.89
1130	41.91
1131	38.37
1132	34.39
1133	38.79
1134	39.03
1135	39.49
1136	39.87
1137	38.46
1138	40.94
1139	40.38
1140	41.84
1141	38.08
1142	36.73
1143	39.96
1144	38.26
1145	37.18
1146	37.37
1147	38.32
1148	40.32
1149	40.79
1150	40.31
1151	40.16
1152	40.48
1153	42.07
1154	42.48
1155	41.67
1156	41.71
1157	43.43
1158	42.37
1159	43.1
1160	43.4
1161	40.78
1162	41.92
1163	41.31
1164	41.72
1165	41.62
1166	40.85
1167	40.86
1168	40.63
1169	41.26
1170	39.53
1171	38.19
1172	38.6
1173	38.38
1174	37.68
1175	38.93
1176	40.06
1177	38.93
1178	37.15
1179	33.8
1180	37.34
1181	37.75
1182	39.78
1183	41.41
1184	42.83
1185	43.74
1186	49.66
1187	44.85
1188	44.65
1189	48.74
1190	47.29
1191	47.08
1192	42.51
1193	42.1
1194	40.88
1195	42.82
1196	39.12
1197	40.88
1198	38.76
1199	36.56
1200	33.24
1201	36.8
1202	39.2
1203	43.76
1204	44.46
1205	41.88
1206	39.88
1207	39.98
1208	38.48
1209	39.34
1210	41.28
1211	39.8
1212	40.87
1213	39.83
1214	40.27
1215	40.0
1216	38.39
1217	38.48
1218	39.28
1219	41.63
1220	40.95
1221	41.79
1222	43.02
1223	41.37
1224	43.69
1225	44.74
1226	42.68
1227	40.88
1228	44.07
1229	43.3
1230	42.91
1231	43.97
1232	41.42
1233	46.11
1234	43.82
1235	44.05
1236	43.78
1237	40.75
1238	41.63
1239	40.43
1240	40.78
1241	42.83
1242	43.81
1243	42.75
1244	43.9
1245	42.97
1246	46.04
1247	43.67
1248	42.29
1249	43.09
1250	40.6
1251	39.5
1252	39.08
1253	40.26
1254	40.14
1255	41.32
1256	39.69
1257	35.45
1258	37.87
1259	43.22
1260	39.64
1261	37.26
1262	39.13
1263	39.73
1264	38.7
1265	39.09
1266	40.8
1267	43.07
1268	40.58
1269	41.56
1270	39.7
1271	41.11
1272	38.94
1273	39.26
1274	39.83
1275	42.0
1276	41.66
1277	39.94
1278	41.1
1279	41.96
1280	44.56
1281	41.07
1282	37.42
1283	37.03
1284	38.46
1285	38.37
1286	33.28
1287	30.59
1288	28.51
1289	29.35
1290	36.36
1291	35.68
1292	39.7
1293	36.78
1294	35.89
1295	36.85
1296	37.54
1297	34.55
1298	36.77
1299	36.56
1300	37.0
1301	37.8
1302	38.42
1303	37.51
1304	38.31
1305	39.11
1306	39.78
1307	40.09
1308	38.89
1309	41.23
1310	38.39
1311	39.87
1312	41.56
1313	42.95
1314	39.87
1315	36.35
1316	35.07
1317	36.0
1318	41.38
1319	41.14
1320	42.63
1321	41.25
1322	43.28
1323	45.21
1324	43.61
1325	42.21
1326	41.12
1327	41.52
1328	38.88
1329	39.75
1330	37.83
1331	37.29
1332	37.5
1333	36.86
1334	35.44
1335	35.2
1336	40.51
1337	43.8
1338	45.02
1339	42.79
1340	42.04
1341	42.22
1342	40.62
1343	47.02
1344	40.15
1345	40.88
1346	39.27
1347	39.17
1348	40.33
1349	37.52
1350	37.38
1351	37.15
1352	37.67
1353	37.22
1354	38.64
1355	39.16
1356	40.48
1357	40.66
1358	39.94
1359	40.35
1360	39.25
1361	38.23
1362	38.27
1363	42.94
1364	37.87
1365	37.31
1366	39.91
1367	42.72
1368	42.88
1369	43.01
1370	41.36
1371	42.6
1372	44.18
1373	40.96
1374	39.65
1375	40.02
1376	37.86
1377	37.17
1378	38.3
1379	37.89
1380	39.06
1381	40.07
1382	40.38
1383	39.71
1384	41.45
1385	41.85
1386	38.48
1387	37.38
1388	38.06
1389	39.16
1390	40.35
1391	40.37
1392	40.81
1393	39.03
1394	40.26
1395	43.2
1396	44.13
1397	41.45
1398	38.38
1399	38.58
1400	42.39
1401	43.17
1402	43.97
1403	43.23
1404	45.19
1405	46.35
1406	43.17
1407	40.76
1408	42.02
1409	39.12
1410	35.36
1411	38.36
1412	38.93
1413	38.67
1414	41.18
1415	42.48
1416	42.13
1417	41.5
1418	43.78
1419	43.23
1420	44.72
1421	43.62
1422	42.99
1423	41.47
1424	40.65
1425	41.62
1426	41.9
1427	42.52
1428	42.87
1429	42.28
1430	43.6
1431	42.47
1432	40.84
1433	40.19
1434	41.58
1435	40.76
1436	40.54
1437	43.34
1438	39.96
