"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"a",23.6614925925926,1.75471626996025,20.11,22.55,23.67,24.79,27.11,1.00096060603894,27000
"a1",0.080605813425763,0.0784211005777764,-0.07233025,0.02797,0.078685,0.1328,0.2377,1.00096520535601,27000
"a2",0.0938702271988889,0.0820752816793634,-0.0709005,0.0387875,0.09519,0.1504,0.2493,1.00097798078403,27000
"a3",-0.0807898088714815,0.0779890269842712,-0.2361,-0.1327,-0.079655,-0.0282075,0.0705607499999999,1.00094411848681,27000
"b1",0.00903372111777778,0.0904001421480823,-0.1611,-0.0522825,0.0054905,0.06881,0.1938,1.00097459073743,27000
"b3",-0.00896481224166667,0.0912677419209178,-0.194605,-0.0675325,-0.005863,0.0524975,0.1643,1.00104993445776,19000
"data.var",4.37614711111111,2.39742898644406,1.781,2.856,3.801,5.197,10.25,1.00094380251665,27000
"deviance",57.8641062962963,3.16221221334997,53.96,55.55,57.13,59.4,65.8602499814966,1.00095008279132,27000
