"const" "constd" "constq" "constp" "constP"
"1" 24.0450677777778 5.59232862293284 0.23257695401887 0.76742304598113 1
"2" 18.4527391548449 4.29168186593857 0.23257695401887 0.76742304598113 0.76742304598113
"3" 14.1610572889064 3.29353556994056 0.23257695401887 0.76742304598113 0.588938131502956
"4" 10.8675217189658 2.52753509913098 0.23257695401887 0.76742304598113 0.451964694772433
"5" 8.33998661983483 1.93968868459932 0.23257695401887 0.76742304598113 0.346848122738193
"6" 6.40029793523551 1.48856179859034 0.23257695401887 0.76742304598113 0.266179242844581
"7" 4.91173613664517 1.14235662960535 0.23257695401887 0.76742304598113 0.204272085320739
"8" 3.76937950703983 0.876670804288472 0.23257695401887 0.76742304598113 0.156763105925759
"9" 2.89270870275135 0.672777378949788 0.23257695401887 0.76742304598113 0.120303620247008
"10" 2.21993132380157 0.516304865420846 0.23257695401887 0.76742304598113 0.0923237706925163
"11" 1.70362645838072 0.396224252476144 0.23257695401887 0.76742304598113 0.0708513893213142
"12" 1.30740220590458 0.304071622726838 0.23257695401887 0.76742304598113 0.0543729890049579
"13" 1.00333058317774 0.233351570909455 0.23257695401887 0.76742304598113 0.0417270848412833
"14" 0.769979012268285 0.179079373331816 0.23257695401887 0.76742304598113 0.0320223265488106
"15" 0.590899638936469 0.137429638154694 0.23257695401887 0.76742304598113 0.0245746713794907
"16" 0.453470000781775 NA NA NA NA
