"sen" "send" "senq" "senp" "senP"
"1" 23.5887840740741 5.23427216596554 0.221896650099842 0.778103349900158 1
"2" 18.3545119081085 4.07577022623411 0.222058219071112 0.777941780928888 0.778103349900158
"3" 14.2787416818744 3.17302269962381 0.222220050640154 0.777779949359846 0.605319105768062
"4" 11.1057189822506 2.46971361095049 0.222382145172018 0.777617854827982 0.470805063430831
"5" 8.63600537130013 1.92189552353737 0.222544503031965 0.777455496968035 0.366106423467235
"6" 6.71410984776276 1.49528009834729 0.222707124585627 0.777292875414373 0.284631451399909
"7" 5.21882974941547 1.16312063947813 0.222870010198819 0.777129989801181 0.221241999292001
"8" 4.05570910993734 0.904557619794117 0.223033160237691 0.776966839762309 0.171933792653386
"9" 3.15115149014322 0.703326220122522 0.223196575068676 0.776803424931324 0.133586855526249
"10" 2.4478252700207 0.546746876650318 0.22336025505844 0.776639744941561 0.103770726898596
"11" 1.90107839337039 0.424937028106528 0.223524200573952 0.776475799426048 0.0805924708709263
"12" 1.47614136526386 0.33019571785746 0.223688411982438 0.776311588017562 0.062578103247223
"13" 1.1459456474064 0.256523244555391 0.223852889651421 0.776147110348579 0.0485801067069787
"14" 0.889422402851006 0.199246302267632 0.22401763394868 0.77598236605132 0.0377053094410471
"15" 0.690176100583375 0.154725503911776 0.22418264524227 0.77581735475773 0.0292586552327609
"16" 0.535450596671599 NA NA NA NA
