"both" "bothd" "bothq" "bothp" "bothP"
"1" 203.720453333333 17.7741704958726 0.087247844804223 0.912752155195777 1
"2" 185.946282837461 16.3286489618993 0.0878137960744959 0.912186203925504 0.912752155195777
"3" 169.617633875561 14.9915923822029 0.0883846333642491 0.911615366635751 0.832599923572858
"4" 154.626041493358 13.7555938111847 0.0889603955345098 0.91103960446549 0.75901088458877
"5" 140.870447682174 12.6136978989227 0.0895411216934669 0.910458878306533 0.691488976080754
"6" 128.256749783251 11.5593770027049 0.0901268511968361 0.909873148803164 0.629572277523817
"7" 116.697372780546 10.5865083446378 0.0907176236481876 0.909282376351812 0.572830910549775
"8" 106.110864435908 9.68935218064962 0.0913134788992512 0.908686521100749 0.520865051592472
"9" 96.4215122552587 8.8625309468996 0.0919144570501822 0.908085542949818 0.473303051694525
"10" 87.5589813083591 8.10100935030573 0.092520598449817 0.907479401550183 0.429799658677828
"11" 79.4579719580534 7.40007537058557 0.0931319436958715 0.906868056304128 0.390034337043429
"12" 72.0578965874678 6.75532214190682 0.0937485336351282 0.906251466364872 0.353709681126443
"13" 65.302574445561 6.16263068292368 0.0943704093635866 0.905629590636413 0.320549917188291
"14" 59.1399437626373 5.61815344466376 0.094997612226563 0.905002387773437 0.290299490281768
"15" 53.5217903179736 5.11829864641851 0.0956301838187893 0.904369816181211 0.262721731874412
"16" 48.4034916715551 NA NA NA NA
