"sen" "send" "senq" "senp" "senP"
"1" 206.777314444444 20.6872091773853 0.100045835458142 0.899954164541858 1
"2" 186.090105267059 18.8548271075619 0.101320954601553 0.898679045398447 0.899954164541858
"3" 167.235278159497 17.1625742536891 0.102625321897218 0.897374678102782 0.808769949492834
"4" 150.072703905808 15.6014924897802 0.103959561490758 0.896040438509242 0.725769673085336
"5" 134.471211416028 14.1630873607199 0.105324308538443 0.894675691461557 0.650318976128093
"6" 120.308124055308 12.8393081775733 0.106720209282549 0.893279790717451 0.581824579637974
"7" 107.468815877735 11.6225290224184 0.108147921120124 0.891852078879876 0.519732138733278
"8" 95.8462868553163 10.5055306081232 0.109608112664622 0.890391887335378 0.463524188389958
"9" 85.3407562471931 9.48148294085472 0.111101463799913 0.888898536200087 0.412718176926134
"10" 75.8592733063384 8.54392873544381 0.112628665726092 0.887371334273908 0.366864583332809
"11" 67.3153445708946 7.68676753607746 0.114190420996538 0.885809579003462 0.325545114809877
"12" 59.6285770348171 6.90424049712391 0.115787443545609 0.884212556454391 0.28837098109637
"13" 52.7243365376932 6.19091578124409 0.117420458706353 0.882579541293647 0.254981242402483
"14" 46.5334207564492 5.54167453429417 0.119090203217569 0.880909796782431 0.225041227958067
"15" 40.991746222155 4.95169739888993 0.120797425219559 0.879202574780441 0.19824102238821
"16" 36.0400488232651 NA NA NA NA
